year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,1248.132,1386813,19.932,79.729,2270.709,2523010,0.5497,54.97
