year,sector,sector_angle_deg,sector_angle_rad,row,col,latitude,longitude,distance_pixels,actual_angle_deg,actual_angle_rad,center_row,center_col
1988,4,162.0,2.827433388230814,7727,7634,39.9276440120814,116.04719809570477,1230.0251289932046,177.93723767878606,3.105590659398529,7771.273791904092,8863.228070500012
1988,5,198.0,3.4557519189487724,7787,7767,39.91147433696725,116.08304087554114,1096.3408667806082,180.82189424964406,3.15593741434929,7771.273791904092,8863.228070500012
1988,6,234.0,4.084070449666731,8193,8429,39.802059535361494,116.26144629096727,605.3156299032073,224.16321111969356,3.9123860958818173,7771.273791904092,8863.228070500012
1988,7,270.0,4.71238898038469,8251,9007,39.78642884941782,116.4172141612336,500.80695127586637,286.6832526184856,5.003566668519229,7771.273791904092,8863.228070500012
1988,8,306.0,5.340707511102648,8088,9297,39.83035646681126,116.495367590952,537.0973633494722,323.86429196147816,5.652498224367998,7771.273791904092,8863.228070500012
1988,9,342.0,5.969026041820607,7783,9749,39.9125523153082,116.61717914347861,885.8495442491575,359.2415395361018,6.26994767483836,7771.273791904092,8863.228070500012
1989,0,18.0,0.3141592653589793,7771,9747,39.915786250331024,116.61664015430813,883.7719719102538,0.01775019045505652,0.0003097992662968068,7771.273791904092,8863.228070500012
1989,1,54.0,0.9424777960769379,7490,9247,39.9915142287823,116.4818928616902,475.8107185470395,36.23840227542663,0.6324794353683997,7771.273791904092,8863.228070500012
1989,2,90.0,1.5707963267948966,7244,8692,40.05780989675032,116.33232336688431,554.3795665030203,107.99080276183649,1.8847950700658325,7771.273791904092,8863.228070500012
1989,3,126.0,2.199114857512855,7332,8439,40.034094373249566,116.26414123681963,610.6807022118537,134.0017750395686,2.338772177957227,7771.273791904092,8863.228070500012
1989,4,162.0,2.827433388230814,7727,7634,39.9276440120814,116.04719809570477,1230.0251289932046,177.93723767878606,3.105590659398529,7771.273791904092,8863.228070500012
1989,5,198.0,3.4557519189487724,7787,7767,39.91147433696725,116.08304087554114,1096.3408667806082,180.82189424964406,3.15593741434929,7771.273791904092,8863.228070500012
1989,6,234.0,4.084070449666731,8193,8429,39.802059535361494,116.26144629096727,605.3156299032073,224.16321111969356,3.9123860958818173,7771.273791904092,8863.228070500012
1989,7,270.0,4.71238898038469,8251,9007,39.78642884941782,116.4172141612336,500.80695127586637,286.6832526184856,5.003566668519229,7771.273791904092,8863.228070500012
1989,8,306.0,5.340707511102648,8088,9297,39.83035646681126,116.495367590952,537.0973633494722,323.86429196147816,5.652498224367998,7771.273791904092,8863.228070500012
1989,9,342.0,5.969026041820607,7794,9752,39.9095878748706,116.61798762723431,889.062440552715,358.5352461263477,6.257620529353013,7771.273791904092,8863.228070500012
1990,0,18.0,0.3141592653589793,7764,9747,39.917672712427674,116.61664015430813,883.8018620826704,0.4715562390361936,0.00823020897950299,7771.273791904092,8863.228070500012
1990,1,54.0,0.9424777960769379,7490,9247,39.9915142287823,116.4818928616902,475.8107185470395,36.23840227542663,0.6324794353683997,7771.273791904092,8863.228070500012
1990,2,90.0,1.5707963267948966,7204,8689,40.068589680159754,116.33151488312859,593.4264701977863,107.07341015966517,1.8687835486245046,7771.273791904092,8863.228070500012
1990,3,126.0,2.199114857512855,7336,8434,40.03301639490862,116.26279376389346,611.3100771488477,134.5993199218581,2.3492013035816206,7771.273791904092,8863.228070500012
1990,4,162.0,2.827433388230814,7727,7634,39.9276440120814,116.04719809570477,1230.0251289932046,177.93723767878606,3.105590659398529,7771.273791904092,8863.228070500012
1990,5,198.0,3.4557519189487724,7788,7767,39.91120484238201,116.08304087554114,1096.3556670120547,180.87414909206592,3.1568494333996626,7771.273791904092,8863.228070500012
1990,6,234.0,4.084070449666731,8193,8429,39.802059535361494,116.26144629096727,605.3156299032073,224.16321111969356,3.9123860958818173,7771.273791904092,8863.228070500012
1990,7,270.0,4.71238898038469,8282,8698,39.7780745172755,116.33394033439572,536.7882030346622,252.07277885586205,4.399499945686338,7771.273791904092,8863.228070500012
1990,8,306.0,5.340707511102648,8088,9299,39.83035646681126,116.49590658012247,538.7138994261749,323.98972899506214,5.654687513607973,7771.273791904092,8863.228070500012
1990,9,342.0,5.969026041820607,7794,9752,39.9095878748706,116.61798762723431,889.062440552715,358.5352461263477,6.257620529353013,7771.273791904092,8863.228070500012
1991,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1991,1,54.0,0.9424777960769379,7460,9228,39.99959906633938,116.47677246457073,479.5309521579353,40.47539016475931,0.70642882440438,7771.273791904092,8863.228070500012
1991,2,90.0,1.5707963267948966,7204,8689,40.068589680159754,116.33151488312859,593.4264701977863,107.07341015966517,1.8687835486245046,7771.273791904092,8863.228070500012
1991,3,126.0,2.199114857512855,7402,8361,40.015229752283055,116.24312065917124,623.3748215844073,143.6740296160972,2.5075848664087403,7771.273791904092,8863.228070500012
1991,4,162.0,2.827433388230814,7727,7634,39.9276440120814,116.04719809570477,1230.0251289932046,177.93723767878606,3.105590659398529,7771.273791904092,8863.228070500012
1991,5,198.0,3.4557519189487724,7788,7767,39.91120484238201,116.08304087554114,1096.3556670120547,180.87414909206592,3.1568494333996626,7771.273791904092,8863.228070500012
1991,6,234.0,4.084070449666731,8193,8429,39.802059535361494,116.26144629096727,605.3156299032073,224.16321111969356,3.9123860958818173,7771.273791904092,8863.228070500012
1991,7,270.0,4.71238898038469,8282,8698,39.7780745172755,116.33394033439572,536.7882030346622,252.07277885586205,4.399499945686338,7771.273791904092,8863.228070500012
1991,8,306.0,5.340707511102648,8088,9299,39.83035646681126,116.49590658012247,538.7138994261749,323.98972899506214,5.654687513607973,7771.273791904092,8863.228070500012
1991,9,342.0,5.969026041820607,7875,10073,39.8877588134665,116.70449538909502,1214.2105450258944,355.09942791485696,6.197654189062516,7771.273791904092,8863.228070500012
1992,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1992,1,54.0,0.9424777960769379,7460,9228,39.99959906633938,116.47677246457073,479.5309521579353,40.47539016475931,0.70642882440438,7771.273791904092,8863.228070500012
1992,2,90.0,1.5707963267948966,7180,8680,40.075057550205415,116.32908943186148,619.0131039096029,107.2175300121113,1.871298914567178,7771.273791904092,8863.228070500012
1992,3,126.0,2.199114857512855,7181,8585,40.07478805562018,116.30348744626407,652.5595824313631,115.23704595848301,2.011265872247553,7771.273791904092,8863.228070500012
1992,4,162.0,2.827433388230814,7726,7619,39.92791350666664,116.04315567692623,1245.051487952831,177.91609485743598,3.105221647552809,7771.273791904092,8863.228070500012
1992,5,198.0,3.4557519189487724,7788,7767,39.91120484238201,116.08304087554114,1096.3556670120547,180.87414909206592,3.1568494333996626,7771.273791904092,8863.228070500012
1992,6,234.0,4.084070449666731,8316,8464,39.76891170137748,116.27087860145053,675.3589372042908,233.76243202599846,4.079924106323112,7771.273791904092,8863.228070500012
1992,7,270.0,4.71238898038469,8304,9036,39.77214563640031,116.42502950420544,560.042277346446,287.96873704762385,5.026002604290811,7771.273791904092,8863.228070500012
1992,8,306.0,5.340707511102648,8146,9377,39.814725780867576,116.51692715777087,635.9098415468015,323.89437448655644,5.653023263477928,7771.273791904092,8863.228070500012
1992,9,342.0,5.969026041820607,7875,10073,39.8877588134665,116.70449538909502,1214.2105450258944,355.09942791485696,6.197654189062516,7771.273791904092,8863.228070500012
1993,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1993,1,54.0,0.9424777960769379,7460,9228,39.99959906633938,116.47677246457073,479.5309521579353,40.47539016475931,0.70642882440438,7771.273791904092,8863.228070500012
1993,2,90.0,1.5707963267948966,7179,8680,40.075327044790654,116.32908943186148,619.9683624150582,107.19017447244823,1.8708214703313975,7771.273791904092,8863.228070500012
1993,3,126.0,2.199114857512855,7181,8585,40.07478805562018,116.30348744626407,652.5595824313631,115.23704595848301,2.011265872247553,7771.273791904092,8863.228070500012
1993,4,162.0,2.827433388230814,7722,7604,39.92899148500758,116.0391132581477,1260.1917473558503,177.75915040101043,3.1024824500454304,7771.273791904092,8863.228070500012
1993,5,198.0,3.4557519189487724,7785,7763,39.912013326137725,116.0819628972002,1100.3136897743625,180.71477270479207,3.1540677906918,7771.273791904092,8863.228070500012
1993,6,234.0,4.084070449666731,8327,8469,39.76594726093989,116.2722260743767,681.3570209037397,234.6483917744499,4.09538702097373,7771.273791904092,8863.228070500012
1993,7,270.0,4.71238898038469,8304,9036,39.77214563640031,116.42502950420544,560.042277346446,287.96873704762385,5.026002604290811,7771.273791904092,8863.228070500012
1993,8,306.0,5.340707511102648,8146,9377,39.814725780867576,116.51692715777087,635.9098415468015,323.89437448655644,5.653023263477928,7771.273791904092,8863.228070500012
1993,9,342.0,5.969026041820607,7877,10073,39.887219824296025,116.70449538909502,1214.3830336777862,355.0054108616275,6.19601328193064,7771.273791904092,8863.228070500012
1994,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1994,1,54.0,0.9424777960769379,7460,9228,39.99959906633938,116.47677246457073,479.5309521579353,40.47539016475931,0.70642882440438,7771.273791904092,8863.228070500012
1994,2,90.0,1.5707963267948966,7130,8793,40.08853227946721,116.35954231999312,645.1077879464851,96.24974997924603,1.6798750413591872,7771.273791904092,8863.228070500012
1994,3,126.0,2.199114857512855,7151,8558,40.08287289317725,116.2962110924627,691.305830978042,116.20115464622958,2.028092743195813,7771.273791904092,8863.228070500012
1994,4,162.0,2.827433388230814,7724,7596,39.928452495837114,116.0369573014658,1268.109535515042,177.86357847027554,3.1043050636856075,7771.273791904092,8863.228070500012
1994,5,198.0,3.4557519189487724,7784,7762,39.91228282072296,116.08169340261496,1101.3016024821175,180.66210222530555,3.1531485174061564,7771.273791904092,8863.228070500012
1994,6,234.0,4.084070449666731,8328,8466,39.765677766354656,116.271417590621,683.9109669935195,234.49187517505146,4.092655290980202,7771.273791904092,8863.228070500012
1994,7,270.0,4.71238898038469,8304,9036,39.77214563640031,116.42502950420544,560.042277346446,287.96873704762385,5.026002604290811,7771.273791904092,8863.228070500012
1994,8,306.0,5.340707511102648,8146,9377,39.814725780867576,116.51692715777087,635.9098415468015,323.89437448655644,5.653023263477928,7771.273791904092,8863.228070500012
1994,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
1995,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1995,1,54.0,0.9424777960769379,7438,9248,40.00552794721457,116.48216235627544,509.0391518353727,40.89777875798323,0.7138008960790045,7771.273791904092,8863.228070500012
1995,2,90.0,1.5707963267948966,7130,8792,40.08853227946721,116.35927282540788,645.2174162328597,96.33802298784057,1.6814156959998032,7771.273791904092,8863.228070500012
1995,3,126.0,2.199114857512855,7106,8513,40.09500014951287,116.28408383612708,751.830379514296,117.76420335195026,2.0553730894796747,7771.273791904092,8863.228070500012
1995,4,162.0,2.827433388230814,7726,7595,39.92791350666664,116.03668780688056,1269.0359155822023,177.9554969741939,3.10590934422249,7771.273791904092,8863.228070500012
1995,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
1995,6,234.0,4.084070449666731,8328,8466,39.765677766354656,116.271417590621,683.9109669935195,234.49187517505146,4.092655290980202,7771.273791904092,8863.228070500012
1995,7,270.0,4.71238898038469,8305,9036,39.77187614181508,116.42502950420544,560.9935871572734,287.93722931669384,5.02545269064625,7771.273791904092,8863.228070500012
1995,8,306.0,5.340707511102648,8146,9377,39.814725780867576,116.51692715777087,635.9098415468015,323.89437448655644,5.653023263477928,7771.273791904092,8863.228070500012
1995,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
1996,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1996,1,54.0,0.9424777960769379,7173,9060,40.076944012302064,116.4314973742511,629.8021294965974,71.79399228697113,1.2530415485590598,7771.273791904092,8863.228070500012
1996,2,90.0,1.5707963267948966,7130,8792,40.08853227946721,116.35927282540788,645.2174162328597,96.33802298784057,1.6814156959998032,7771.273791904092,8863.228070500012
1996,3,126.0,2.199114857512855,7045,8426,40.11143931921226,116.26063780721157,847.7275543710442,121.04859198889231,2.112696485109402,7771.273791904092,8863.228070500012
1996,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
1996,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
1996,6,234.0,4.084070449666731,8336,8469,39.76352180967277,116.2722260743767,688.7172581550033,235.0816044177871,4.102948007961232,7771.273791904092,8863.228070500012
1996,7,270.0,4.71238898038469,8305,9036,39.77187614181508,116.42502950420544,560.9935871572734,287.93722931669384,5.02545269064625,7771.273791904092,8863.228070500012
1996,8,306.0,5.340707511102648,8162,9379,39.810413867503804,116.51746614694133,647.0607799528166,322.8540263176866,5.634865762564055,7771.273791904092,8863.228070500012
1996,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
1997,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1997,1,54.0,0.9424777960769379,7172,9060,40.077213506887304,116.4314973742511,630.7521461733262,71.82237297584716,1.2535368850239306,7771.273791904092,8863.228070500012
1997,2,90.0,1.5707963267948966,7129,8795,40.08880177405244,116.3600813091636,645.8875237771786,96.06372982779519,1.6766283772413113,7771.273791904092,8863.228070500012
1997,3,126.0,2.199114857512855,7045,8426,40.11143931921226,116.26063780721157,847.7275543710442,121.04859198889231,2.112696485109402,7771.273791904092,8863.228070500012
1997,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
1997,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
1997,6,234.0,4.084070449666731,8337,8470,39.76325231508753,116.27249556896194,688.9662241037198,235.19739731804782,4.104968975321215,7771.273791904092,8863.228070500012
1997,7,270.0,4.71238898038469,8307,9037,39.771337152644605,116.42529899879068,563.2044509083437,287.97135470238743,5.026048290985116,7771.273791904092,8863.228070500012
1997,8,306.0,5.340707511102648,8285,9429,39.777266033519794,116.53094087620313,764.2071009188147,317.7602575269419,5.545962725830231,7771.273791904092,8863.228070500012
1997,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
1998,0,18.0,0.3141592653589793,7771,9920,39.915786250331024,116.66326271755393,1056.7719649674352,0.014844376331745842,0.000259083242394083,7771.273791904092,8863.228070500012
1998,1,54.0,0.9424777960769379,7168,9060,40.07829148522825,116.4314973742511,634.5537488956234,71.93504572649313,1.2555033954999815,7771.273791904092,8863.228070500012
1998,2,90.0,1.5707963267948966,7115,8980,40.09257469824575,116.40993780743223,666.581557995213,79.9108518064896,1.3947074720965023,7771.273791904092,8863.228070500012
1998,3,126.0,2.199114857512855,7045,8426,40.11143931921226,116.26063780721157,847.7275543710442,121.04859198889231,2.112696485109402,7771.273791904092,8863.228070500012
1998,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
1998,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
1998,6,234.0,4.084070449666731,8337,8470,39.76325231508753,116.27249556896194,688.9662241037198,235.19739731804782,4.104968975321215,7771.273791904092,8863.228070500012
1998,7,270.0,4.71238898038469,8307,9037,39.771337152644605,116.42529899879068,563.2044509083437,287.97135470238743,5.026048290985116,7771.273791904092,8863.228070500012
1998,8,306.0,5.340707511102648,8284,9430,39.777535528105034,116.53121037078837,764.2765105232187,317.86615441459406,5.5478109751873745,7771.273791904092,8863.228070500012
1998,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
1999,0,18.0,0.3141592653589793,7769,9920,39.9163252395015,116.66326271755393,1056.7743756870482,0.12327965468740436,0.002151635875016867,7771.273791904092,8863.228070500012
1999,1,54.0,0.9424777960769379,7168,9060,40.07829148522825,116.4314973742511,634.5537488956234,71.93504572649313,1.2555033954999815,7771.273791904092,8863.228070500012
1999,2,90.0,1.5707963267948966,7133,8659,40.087723795711504,116.32343004557153,670.1511308740634,107.74308026119402,1.8804714967983478,7771.273791904092,8863.228070500012
1999,3,126.0,2.199114857512855,7045,8426,40.11143931921226,116.26063780721157,847.7275543710442,121.04859198889231,2.112696485109402,7771.273791904092,8863.228070500012
1999,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
1999,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
1999,6,234.0,4.084070449666731,8337,8470,39.76325231508753,116.27249556896194,688.9662241037198,235.19739731804782,4.104968975321215,7771.273791904092,8863.228070500012
1999,7,270.0,4.71238898038469,8323,9028,39.767025239280834,116.42287354752355,575.8051731714802,286.62815010926795,5.002604948307271,7771.273791904092,8863.228070500012
1999,8,306.0,5.340707511102648,8284,9430,39.777535528105034,116.53121037078837,764.2765105232187,317.86615441459406,5.5478109751873745,7771.273791904092,8863.228070500012
1999,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
2000,0,18.0,0.3141592653589793,7769,9920,39.9163252395015,116.66326271755393,1056.7743756870482,0.12327965468740436,0.002151635875016867,7771.273791904092,8863.228070500012
2000,1,54.0,0.9424777960769379,7168,9060,40.07829148522825,116.4314973742511,634.5537488956234,71.93504572649313,1.2555033954999815,7771.273791904092,8863.228070500012
2000,2,90.0,1.5707963267948966,7126,8660,40.089610257808154,116.32369954015675,676.5204469618367,107.48174756513679,1.8759103808090354,7771.273791904092,8863.228070500012
2000,3,126.0,2.199114857512855,7045,8426,40.11143931921226,116.26063780721157,847.7275543710442,121.04859198889231,2.112696485109402,7771.273791904092,8863.228070500012
2000,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
2000,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
2000,6,234.0,4.084070449666731,8404,8396,39.74519617787673,116.25255296965449,786.5395884979921,233.55648988685962,4.076329737926539,7771.273791904092,8863.228070500012
2000,7,270.0,4.71238898038469,8709,8625,39.66300032937979,116.3142672296735,967.5138525747778,255.74564052538935,4.463603474789885,7771.273791904092,8863.228070500012
2000,8,306.0,5.340707511102648,8277,9441,39.77942199020168,116.53417481122597,767.8407387428754,318.80420416805583,5.564183031932804,7771.273791904092,8863.228070500012
2000,9,342.0,5.969026041820607,7959,10193,39.86512126830669,116.73683473932333,1342.9573759774316,351.96455541583003,6.142940342324274,7771.273791904092,8863.228070500012
2001,0,18.0,0.3141592653589793,7769,9920,39.9163252395015,116.66326271755393,1056.7743756870482,0.12327965468740436,0.002151635875016867,7771.273791904092,8863.228070500012
2001,1,54.0,0.9424777960769379,7359,9421,40.0268180194482,116.52878491952124,693.5987347372528,36.469738139732065,0.6365170078784763,7771.273791904092,8863.228070500012
2001,2,90.0,1.5707963267948966,7097,8703,40.09742560077999,116.3352878073219,693.0499123619305,103.36730029856021,1.8040997291075933,7771.273791904092,8863.228070500012
2001,3,126.0,2.199114857512855,7045,8424,40.11143931921226,116.2600988180411,848.7608136111797,121.16425957589283,2.114715265340398,7771.273791904092,8863.228070500012
2001,4,162.0,2.827433388230814,7723,7578,39.928721990422346,116.03210639893156,1286.1343445324767,177.84895381114438,3.104049815231787,7771.273791904092,8863.228070500012
2001,5,198.0,3.4557519189487724,7785,7762,39.912013326137725,116.08169340261496,1101.3136120315012,180.71412370331126,3.1540564634791095,7771.273791904092,8863.228070500012
2001,6,234.0,4.084070449666731,8385,8229,39.75031657499621,116.20754737392011,882.5560061060999,224.05880804504037,3.9105639184799137,7771.273791904092,8863.228070500012
2001,7,270.0,4.71238898038469,8714,8640,39.661652856453614,116.31830964845204,968.7948569692388,256.67829954492464,4.479881445479197,7771.273791904092,8863.228070500012
2001,8,306.0,5.340707511102648,8277,9441,39.77942199020168,116.53417481122597,767.8407387428754,318.80420416805583,5.564183031932804,7771.273791904092,8863.228070500012
2001,9,342.0,5.969026041820607,8030,10194,39.84598715275494,116.73710423390857,1355.689189711568,348.997911183264,6.091162632730697,7771.273791904092,8863.228070500012
2002,0,18.0,0.3141592653589793,7769,9920,39.9163252395015,116.66326271755393,1056.7743756870482,0.12327965468740436,0.002151635875016867,7771.273791904092,8863.228070500012
2002,1,54.0,0.9424777960769379,7072,9127,40.104162965410886,116.4495535114619,747.3683608743909,69.33310458037657,1.2100909555571326,7771.273791904092,8863.228070500012
