year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,398.83,443145,11.267,45.069,1123.335,1248150,0.355,35.5
