year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,497.939,553266,12.59,50.359,896.731,996368,0.5553,55.53
