year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,75.572,83969,4.905,19.619,338.765,376406,0.2231,22.31
