year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,1349.203,1499114,20.724,82.894,2708.014,3008904,0.4982,49.82
