year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,1595.808,1773120,22.538,90.152,3497.631,3886257,0.4563,45.63
