year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,85.036,94484,5.203,20.811,154.57,171744,0.5501,55.01
