year,lcc_area_km2,lcc_pixels,lcc_mean_radius_km,search_radius_km,total_urban_area_km2,total_urban_pixels,urban_density,density_percentage
1985,147.842,164269,6.86,27.44,208.317,231463,0.7097,70.97
